CustomerID;Nationalite;Prenoms;Noms;Titre;Genre;Date_de_naissance;Email;Telephone;Addresse;Ville;CodePostal;Departement;CodeDept;CodePays;Pays;IndicatifPays;CarteType;NumeroCarte;ExpirationCarte;Employeur;Poste;NationalID
4391;Russian;Lawrence;Bazhenov;Mr.;male;08/04/1942;LawrenceBazhenov@jourrapide.com;67 271 47 79;ul. Kartina Piotra 112;Warszawa;03-597;;;PL;Poland;48;MasterCard;5488417639579590;01/07/2027;Littler's;Choreographer;42080452171
4392;Danish;Malthe;Kristiansen;Mr.;male;2/24/1945;MaltheMKristiansen@gustr.com;633 311 924;Comandante Izarduy 62;El Prat de Llobregat;08820;Barcelona;B;ES;Spain;34;Visa;4532379484166520;01/04/2027;Old America Stores;Occupational health nurse;
4393;Polish;Angelika;Nowakowska;Ms.;female;12/20/1973;AngelikaNowakowska@jourrapide.com;06564 31 29 14;Rudower Strasse 3;Emmelbaum;54673;Rheinland-Pfalz;RP;DE;Germany;49;MasterCard;5141906486950830;01/09/2029;Pantry Pride;Enrollment specialist;
4394;Danish;Valdemar;Hedegaard;Dr.;male;5/26/1990;ValdemarAHedegaard@einrot.com;67 191 72 89;ul. Polna 30;Lidzbark Warmi?ski;11-102;;;PL;Poland;48;Visa;4539687083574410;01/07/2026;Incluesiv;Compensation and benefits technician;90052610276
4395;Russian (Cyrillic);????????;????????;Mr.;male;3/20/1968;Deeme1968@teleworm.us;0493 43 04 97;Rue de Liège 202;Lo-Reninge;8647;West Flanders;VWV;BE;Belgium;32;MasterCard;5324431058455270;01/04/2027;Super Saver Foods;Commentator;
4396;French;Eloise;Descoteaux;Mrs.;female;05/01/1948;EloiseDescoteaux@cuvox.de;610 296 427;C/ Los Herrán 14;Calamonte;06810;Badajoz;BA;ES;Spain;34;MasterCard;5358356898639850;01/10/2026;Tradewell;Staffing specialist;
4397;Finnish;Maunu;Sulander;Mr.;male;3/14/1991;MaunuSulander@rhyta.com;633 265 765;Avda. Andalucía 65;Torre en Cameros;26134;La Rioja;LO;ES;Spain;34;MasterCard;5495189726267890;01/09/2028;Krauses Sofa Factory;Chief technology officer;
4398;Scottish;Hope;McIntyre;Ms.;female;11/13/1968;HopeMcIntyre@einrot.com;99 367 229;109 A. Ioannou Str.;Nicosia;1413;Nicosia;NI;CY;Cyprus (Anglicized);357;MasterCard;5291368408971780;01/06/2026;Wells & Wade;Umpire;
4399;Czech;Zdenka;Zálešáková;Mrs.;female;12/29/1974;ZdenkaZalesakova@rhyta.com;6 292 988;Luige tee 23;Rasivere;74403;Harjumaa;HA;EE;Estonia;372;Visa;4716808165363630;01/05/2028;National Hardgoods Distributors;Administrative assistant for human resource;
4400;Chinese;Li Na;Yang;Dr.;female;6/26/1978;LiNaYang@gustr.com;416-685-3872;2985 Victoria Park Ave;Toronto;M4A 2M5;Ontario;ON;CA;Canada;1;Visa;4916874062589120;01/03/2026;H.C. Bohack;Placement specialist;301 863 593
4401;Icelandic;Guðni;Ísidórsson;Mr.;male;11/24/1982;GudniIsidorsson@superrito.com;26 486 367;?????????? 224;?????;8010;?????;PA;CY;Cyprus (Greek);357;MasterCard;5582952169652710;01/01/2025;KB Toys;Telephone service representative;
4402;Icelandic;Marko;Salbergsson;Mr.;male;9/13/2000;MarkoSalbergsson@einrot.com;044 291 26 35;Schuepisstrasse 84;Ifwil;8362;;;CH;Switzerland;41;MasterCard;5211451363592440;01/04/2027;Advansed Teksyztems;Executive secretary;
4403;Danish;Malou;Olesen;Ms.;female;02/06/1996;MalouJOlesen@cuvox.de;79 142 55 45;Al. Niepodleg?o?ci 140;Szczecin;70-940;;;PL;Poland;48;Visa;4716965097560200;01/09/2026;Britches of Georgetown;Loan collection officer;96020689642
4404;Chinese (Traditional);??;?;Mr.;male;11/02/1983;ChangZheXu@gustr.com;06-30860664;Buygersstraat 65;Leeuwarden;8934 BA;Friesland;FR;NL;Netherlands;31;Visa;4556082206769510;01/09/2026;Kiddie City;Rigging chaser;
4405;Croatian;Ana;Mikuli?;Ms.;female;10/02/1964;AnaMikulic@fleckens.hu;969 92 128;Stanghusveien 73;SARPSBORG;1708;;;NO;Norway;47;MasterCard;5589888055519080;01/05/2025;Cherry & Webb;Veterinary technologist;
4406;Norwegian;Lea;Andersen;Mrs.;female;11/27/1946;LeaAndersen@teleworm.us;412 374 000;Halmaantie 8;KÄRKÖLÄ;16610;Päijänne Tavastia;PA;FI;Finland;358;MasterCard;5355998792245730;01/11/2028;A+ Investments;Nursery worker;271146-038C
4407;Vietnamese;Liên;??;Ms.;female;12/27/1968;DoLeLien@einrot.com;838 328 398;310 Fox St;Coligny;2726;North West;NW;ZA;South Africa;27;Visa;4716037822389470;01/02/2027;Linens 'n Things;Legal secretary;6,81227E+12
4408;Russian (Cyrillic);?????;?????????;Ms.;female;02/12/1956;Oulds1956@jourrapide.com;66 500 72 39;ul. Swobody 87;Szczecin;70-674;;;PL;Poland;48;Visa;4916768897657620;01/11/2025;Frame Scene;Billing clerk;56021216483
4409;Danish;Thea;Pedersen;Mrs.;female;7/28/1990;TheaMPedersen@fleckens.hu;76 716 123;45 Rue du Koweit;Gafsa Aeroport;2151;Governorate Gafsa;71;TN;Tunisia;216;MasterCard;5446815304752500;01/04/2028;National Auto Parts;Compensation, benefits, and job analysis specialist;
4410;Igbo;Daluchi;Elechi;Mr.;male;6/15/1940;DaluchiElechi@jourrapide.com;4 308 908;Hlégerði 93;Hnífsdalur;410;;;IS;Iceland;354;Visa;4556817905441070;01/09/2025;Sound Warehouse;Auxiliary equipment operator;
4411;German;Johanna;Lowe;Ms.;female;8/13/1959;JohannaLowe@rhyta.com;0486 84 15 34;Rue de Bouillon 77;Grand-Manil;5030;Namur;WNA;BE;Belgium;32;Visa;4539126785798140;01/10/2025;Magna Wealth;Travel clerk;
4412;Hispanic;Nelson;Palomo;Mr.;male;10/09/1965;NelsonPalomoGalindo@rhyta.com;500 265 549;Ysitie 35;TAMPERE;33800;Pirkanmaa;PI;FI;Finland;358;MasterCard;5413339127156000;01/07/2027;Reliable Investments;Prosthetics technician;091065-133X
4413;Japanese (Anglicized);Tomohiro;Izumi;Mr.;male;6/21/1969;TomohiroIzumi@rhyta.com;7 948 065 232;49 Chapel Lane;ARMADALE;EH48 5PP;;;GB;United Kingdom;44;MasterCard;5591139331834180;01/12/2026;Kleinhans;Closed captioner;YL 08 79 03 C
4414;Japanese (Anglicized);Tsukasa;Aoyama;Mr.;male;4/16/1993;TsukasaAoyama@superrito.com;70 962 336;29 Rue Danton;Residence Ennacim;2097;Governorate Ben Arous;13;TN;Tunisia;216;Visa;4916980880190320;01/01/2028;Enrich Garden Services;Veterinary technologist;
4415;Greenland;Susanne;Kristiansen;Mrs.;female;12/28/1987;SusanneKristiansen@fleckens.hu;04.98.79.40.28;74 avenue de Bouvines;SÈTE;34200;Languedoc-Roussillon;LN;FR;France;33;Visa;4532598185610670;01/05/2028;Netstars Matrix Design;Self enrichment teacher;2871225960616 76
4416;Brazil;Victor;Castro;Dr.;male;10/01/1997;VictorRochaCastro@superrito.com;3 734 042 808;Via Matteo Schilizzi 135;Montoggio;16026;Genova;GE;IT;Italy;39;MasterCard;5327288651691140;01/03/2028;Camelot Music;Certified pest control applicator;GK36872100
4417;Chechen (Latin);Makharbi;Sultygov;Mr.;male;4/22/1980;MakharbiSultygov@fleckens.hu;832 390 981;2002 Hoog St;Benoni;1516;Gauteng;GA;ZA;South Africa;27;Visa;4556472812175360;01/03/2025;L.L. Berger;Clock repairer;8,00423E+12
4418;Slovenian;Soraya;?r?e;Ms.;female;12/26/1950;SorayaCrce@armyspy.com;25 921 426;??????? 240;???????;3082;???????;LI;CY;Cyprus (Greek);357;Visa;4532194873605170;01/10/2029;Food Barn;Industrial property manager;
4419;Swedish;Emy;Åström;Ms.;female;4/21/1941;EmyAstrom@einrot.com;06-53646361;Want 124;Joure;8502 BT;Friesland;FR;NL;Netherlands;31;Visa;4716576730454010;01/11/2029;John M. Smyth's Homemakers;Furnace, kiln, oven, drier, and kettle tender;
4420;Dutch;Taner;Gijsen;Mr.;male;04/06/1987;TanerGijsen@armyspy.com;468 727 767;Pesolantie 43;YLIVIESKA;84770;Northern Ostrobothnia;NO;FI;Finland;358;MasterCard;5553380133185960;01/12/2027;Cal Stereo;Airman;060487-2310
4421;England/Wales;Evie;Lynch;Ms.;female;6/17/1989;EvieLynch@fleckens.hu;(51) 7173-4339;Acesso Cônego Luiz Ben 1858;Porto Alegre;91720-550;Rio Grande do Sul;RS;BR;Brazil;55;Visa;4532244233627200;01/06/2026;Opticomp;Project manager;194.926.138-75
4422;Eritrean;Asmara;Eyob;Ms.;female;12/06/1961;AsmaraEyob@teleworm.us;24 344 237;185 Arnis Street;Parsata;7721;Larnaca;LA;CY;Cyprus (Anglicized);357;MasterCard;5255414023420260;01/11/2026;Liberty Wealth Planners;Telephone repairer;
4423;Ninja;Zukarinkuari;;Mr.;male;4/16/1979;Zukarinkuari@rhyta.com;97 54 93;P.O. Box 261;Qaanaaq;3971;Qaasuitsup;QA;GL;Greenland;299;Visa;4556664455075850;01/05/2026;Kessel Food Market;Attorney;
4424;Thai;???????;????????;Mrs.;female;8/13/1989;;69 686 84 30;ul. Mirkowska 145;Wroc?aw;51-316;;;PL;Poland;48;Visa;4532235907890020;01/07/2025;Ruehl No. 925;Animal control officer;89081340128
4425;Ninja;Shikuzukumimika;;Mrs.;female;3/26/1975;Shikuzukumimika@superrito.com;99 778 699;207 Vassileos Alexandrou Avenue;Paralimni;5281;Famagusta;FA;CY;Cyprus (Anglicized);357;Visa;4539326427954670;01/06/2027;Gas Legion;Civil drafter;
4426;Chinese;Hua;T'an;Ms.;female;12/24/1941;HuaTan@dayrep.com;79 652 96 58;ul. Rzgowska 116;?ód?;93-153;;;PL;Poland;48;MasterCard;5156730887719220;01/06/2029;Exact Solutions;Videographer;41122426549
4427;Swedish;Ben;Gunnarsson;Mr.;male;11/21/1946;BenGunnarsson@teleworm.us;212 172 043 025;Avenida República 9;Lisboa;1900-427;Lisboa;LI;PT;Portugal;351;Visa;4556481764432560;01/04/2029;Woolf Brothers;Maintenance and repair worker;
4428;Chinese (Traditional);??;?;Mr.;male;12/10/2003;XiaoZhiHong@teleworm.us;06-90202048;Doorzwin 163;Den Helder;1788 KN;Noord-Holland;NH;NL;Netherlands;31;Visa;4539410616553920;01/09/2028;Expo Superstore;Microbiologist;
4429;Hispanic;Germinal;Elizondo;Mr.;male;7/23/1955;GerminalElizondoCarrera@cuvox.de;67 369 41 08;ul. Zaj?cza 16;Gda?sk;80-336;;;PL;Poland;48;MasterCard;5195513880483690;01/04/2027;Blue Boar Cafeterias;Postmaster;55072396412
4430;Japanese (Anglicized);Takiko;Deguchi;Mrs.;female;7/17/1972;TakikoDeguchi@rhyta.com;823 276 048;1433 Dikbas Road;Siyabuswa;0477;Mpumalanga;MP;ZA;South Africa;27;MasterCard;5289439894484310;01/01/2028;Mode O'Day;Colorist;7,20717E+12
4431;Swedish;Georg;Johansson;Mr.;male;06/12/1991;GeorgJohansson@dayrep.com;(08) 9015 0645;62 Porana Place;XANTIPPE;6609;Western Australia;WA;AU;Australia;61;MasterCard;5410756081257970;01/02/2027;Forest City;Log debarker;
4432;American;Cecil;Thompson;Mr.;male;9/19/1948;CecilDThompson@dayrep.com;(07) 4518 0552;1 Cunningham Street;UPPER DAWSON;4454;Queensland;QLD;AU;Australia;61;Visa;4716785551599890;01/11/2025;Bold Ideas;Camp director;
4433;Ninja;Mimototokiku;;Ms.;female;7/28/1986;Mimototokiku@cuvox.de;463 948 322;Dašická 880;Holice v Cechách;534 01;Pardubický kraj;PA;CZ;Czech Republic;420;Visa;4539336606283920;01/06/2025;Edge Garden Services;Automotive engineer;
4434;Hispanic;Lucrecio;Treviño;Mr.;male;04/08/1945;LucrecioTrevinoEspinal@cuvox.de;93 866 448;Gustavo Nicolich 6521;Achar;45001;Tacuarembó;TA;UY;Uruguay;598;MasterCard;5283475003917280;01/03/2025;Record World;Forest and conservation technician;
4435;Brazil;Rafaela;Pereira;Mrs.;female;11/09/1976;RafaelaGoncalvesPereira@einrot.com;78 243 842;14 Rue 9 Avril 1938;Cite El Khadhra;9000;Governorate Beja;31;TN;Tunisia;216;MasterCard;5508547152340170;01/02/2029;National Lumber;Airframe mechanic;
4436;Brazil;Sarah;Dias;Mrs.;female;5/14/1948;SarahCunhaDias@jourrapide.com;(73) 884-063;Agip u. 41.;Sumony;7956;Baranya;BA;HU;Hungary;36;MasterCard;5443540179212330;01/06/2026;CSK Auto;Offset lithographic press operator;
4437;Vietnamese;Ng?;H?;Mr.;male;04/04/1961;HoMinhNgo@jourrapide.com;32 18 95;P.O. Box 245;Danmarkshavn;3984;Northeast Greenland National Park;NGNP;GL;Greenland;299;Visa;4929957709443770;01/07/2026;Profitpros;Industrial maintenance worker;
4438;Igbo;Ifeyinwa;Olejuru;Mrs.;female;11/29/1955;IfeyinwaOlejuru@cuvox.de;0688 304 34 82;Lebzeltergasse 14;THAL;5222;Upper Austria;OO;AT;Austria;43;MasterCard;5390461997174800;01/03/2025;Handyman;Unclaimed property officer;
4439;Eritrean;Hagosa;Eyob;Ms.;female;08/07/1986;HagosaEyob@fleckens.hu;06-55421615;Roodehaansterweg 50;Saaksum;9886 PJ;Groningen;GR;NL;Netherlands;31;Visa;4556369726469640;01/04/2025;Beatties;Deck officer;
4440;England/Wales;Gabriel;Byrne;Mr.;male;07/06/1953;GabrielByrne@armyspy.com;(07) 4978 2360;88 Masthead Drive;EURIMBULA;4677;Queensland;QLD;AU;Australia;61;Visa;4539541684831570;01/06/2027;Al's Auto Parts;Transmission engineer;
4441;Australian;Angus;Kellway;Mr.;male;9/28/1977;AngusKellway@superrito.com;7 963 256;Hobuse 13;Perdaku;64017;Põlvamaa;PL;EE;Estonia;372;Visa;4916272936694490;01/06/2025;Complete Tech;Milling and planing machine operator;
4442;Swedish;Levi;Nordström;Dr.;male;06/03/2001;LeviNordstrom@teleworm.us;60 756 31 90;ul. Dybowskiego Benedykta 71;Olsztyn;10-723;;;PL;Poland;48;MasterCard;5218252333941290;01/12/2026;Canal Villere;Slot key person;01260384718
4443;Czech;Michaela;Fiedlerová;Mrs.;female;11/19/1954;MichaelaFiedlerova@teleworm.us;061 368 97 54;Gartenhof 31;Arboldswil;4424;;;CH;Switzerland;41;Visa;4539090703499860;01/03/2026;Cal Stereo;Aircraft rigging assembler;
4444;Chinese (Traditional);??;?;Ms.;female;12/19/1954;HongHuiRu@jourrapide.com;0681 961 75 59;Traunuferstrasse 78;BUCH;5131;Upper Austria;OO;AT;Austria;43;MasterCard;5527059542909980;01/07/2026;Red Fox Tavern;Guide interpreter;
4445;Czech;Ji?í;Sejkora;Mr.;male;04/01/1959;JiriSejkora@gustr.com;0688 752 49 54;Weblinger Gürtel 29;HELBETSCHLAG;4261;Lower Austria;NO;AT;Austria;43;Visa;4929493258561720;01/05/2029;Cellophane Square;Computer and information systems manager;
4446;Vietnamese;Lô;Kim;Mr.;male;12/10/1990;KimQuangLo@teleworm.us;660-347-0732;4595 Fairmont Avenue;Lamonte;65337;Missouri;MO;US;United States;1;Visa;4916428503407380;01/09/2028;Capitalcorp;Longshoremen;487-82-4345
4447;Vietnamese;G?m;Tr??ng;Ms.;female;7/18/1953;TruongThiLeGam@rhyta.com;(02) 6120 7233;30 Wagga Road;TATTON;2650;New South Wales;NSW;AU;Australia;61;Visa;4485651401310950;01/12/2029;Rogers Food Stores;Community planner;
4448;Hungarian;Fereng;Farkas;Ms.;female;9/29/1967;FarkasFereng@gustr.com;0351 87 07 33;Messedamm 57;Dresden;01067;Freistaat Sachsen;SN;DE;Germany;49;MasterCard;5284706158598100;01/03/2028;Steinberg's;Coin, vending, and amusement machine servicer;
4449;Swedish;Harald;Månsson;Mr.;male;9/25/1940;HaraldMansson@jourrapide.com;(11) 5392-2786;Rua Regente Leon Kaniefsky 1828;São Paulo;05617-030;São Paulo;SP;BR;Brazil;55;MasterCard;5177618904468470;01/10/2025;Bonanza Produce Stores;Dance captain;896.476.651-21
4450;Czech;Dana;Ho?ínková;Ms.;female;05/04/1950;DanaHorinkova@fleckens.hu;7 878 430 629;40 Russell Rd;SHIPSTON ON STOUR;CV36 6ZJ;;;GB;United Kingdom;44;MasterCard;5315798355715090;01/02/2027;Compact Disc Center;Groundskeeper;ZT 66 78 04
4451;Chinese;Peng;Feng;Mr.;male;11/14/1942;PengFeng@fleckens.hu;248-340-5991;2872 Tennessee Avenue;Pontiac;48057;Michigan;MI;US;United States;1;MasterCard;5518037222470340;01/11/2028;Super Shops;Treasurer;384-23-9095
4452;American;Michael;Mayer;Mr.;male;7/13/1941;MichaelHMayer@einrot.com;0475 24 50 94;Rue du Stade 292;Beaumont;6500;Luxembourg;WLX;BE;Belgium;32;MasterCard;5517533519911130;01/04/2026;Micro Design;Management accountant;
4453;Norwegian;Sofie;Hagen;Mrs.;female;02/04/1979;SofieHagen@rhyta.com;4 266 853;Bjarkarstígur 10;Þingeyri;470;;;IS;Iceland;354;Visa;4532065625303260;01/12/2027;Total Yard Management;Stock-control clerk;
4454;Chinese;Lee;Ch'eng;Mr.;male;9/13/2005;LeeCheng@armyspy.com;212 243 770 999;R Cortinhas Fonte 86;Gandra;4585-114;Porto;PO;PT;Portugal;351;Visa;4916220072768960;01/02/2028;Just For Feet;Freight agent;
4455;Japanese (Anglicized);Yura;Koyanagi;Ms.;female;8/29/1984;YuraKoyanagi@cuvox.de;062 811 23 51;Schulstrasse 15;Wissenbach;5023;;;CH;Switzerland;41;MasterCard;5305201248192510;01/06/2028;Bold Ideas;Electrologist;
4456;Igbo;Uzodimma;Otutodilinna;Mrs.;female;8/21/2005;UzodimmaOtutodilinna@jourrapide.com;06-44583445;Lindelaan 126;Zwijndrecht;3331 AM;Zuid-Holland;ZH;NL;Netherlands;31;Visa;4532388154616190;01/08/2027;McMahan's Furniture;Service unit operator;
4457;Italian;Clorinda;Padovano;Mrs.;female;08/10/2004;ClorindaPadovano@jourrapide.com;(021) 8484-171;38 O'Grady Street;Karoro;7805;Greymouth;;NZ;New Zealand;64;MasterCard;5186312437834110;01/05/2026;Platinum Interior Design;Relay technician;
4458;Thai;???????;?????????;Mrs.;female;12/13/1943;;26 440 486;???????? ????????????? 15;??????????;8628;?????;PA;CY;Cyprus (Greek);357;MasterCard;5165957961599330;01/12/2028;Egghead Software;Personal trainer;
4459;Eritrean;Mewael;Massawa;Mr.;male;01/04/1997;MewaelMassawa@dayrep.com;50-99-23-36;Lundevænget 30;København K;1326;Region Sjælland;SJ;DK;Denmark;45;MasterCard;5105414423616980;01/12/2027;Unity Stationers;Civil drafter;040197-1165
4460;Dutch;Clint;Noij;Mr.;male;12/02/1948;ClintNoij@cuvox.de;3 399 717 939;Largo Febo 144;Campoverde;25087;Brescia;BS;IT;Italy;39;MasterCard;5190073235831340;01/02/2029;Environ Architectural Design;Set and exhibit designer;JG10625895
4461;Klingon;B'Dora;Korm;Mrs.;female;12/08/1995;BDoraKorm@armyspy.com;0940-3142609;Vipgränden 85;MALGOMAJ;910 86;;;SE;Sweden;46;Visa;4539416864723900;01/11/2027;Bold Ideas;Map editor;951208-5540
4462;Icelandic;Júlíana;Sigurjónsdóttir;Mrs.;female;6/20/1948;JulianaSigurjonsdottir@teleworm.us;(08) 8371 2186;34 Weigall Avenue;TOTHILL BELT;5413;South Australia;SA;AU;Australia;61;Visa;4532714475422050;01/08/2025;Modern Architecture Design;Childcare worker;
4463;Igbo;Chukwunonso;Chiemenam;Mr.;male;06/04/1966;ChukwunonsoChiemenam@fleckens.hu;212 237 212 532;Avenida Francelos 100;Leça do Balio;4465-708;Porto;PO;PT;Portugal;351;Visa;4556021785947260;01/09/2026;Envirotecture Design;Electrical engineer;
4464;Russian;Glafira;Zuyeva;Mrs.;female;07/09/1943;GlafiraZuyeva@jourrapide.com;06372 94 95 52;Anhalter Strasse 46;Lambsborn;66894;Rheinland-Pfalz;RP;DE;Germany;49;MasterCard;5294543570750200;01/12/2028;Quality Event Planner;Correctional officer;
4465;Russian (Cyrillic);????;???????????;Ms.;female;10/20/1951;Flery1951@jourrapide.com;7 208 312;Teemeistri 85;Õvi;60542;Tartumaa;TA;EE;Estonia;372;Visa;4532821648813740;01/11/2027;Angel's;Cooling and freezing equipment tender;
4466;Danish;Niels;Pedersen;Mr.;male;02/10/1969;NielsAPedersen@cuvox.de;01.41.69.95.01;16 boulevard de Prague;NOGENT-SUR-MARNE;94130;Île-de-France;IL;FR;France;33;MasterCard;5153525566721510;01/09/2026;Unity Frankford Stores;Tower controller;1690214153694 57
4467;Klingon;Maglin;Badich;Mr.;male;05/01/1944;MaglinBadich@teleworm.us;787 479 262;Eusebio Dávila 72;Brenes;41310;Seville;SE;ES;Spain;34;Visa;4532157113159820;01/07/2028;Warehouse Club, Inc.;Benefits administrator;
4468;Ninja;Shidozufu;;Mrs.;female;8/21/1954;Shidozufu@armyspy.com;04.86.93.70.50;49 rue du Fossé des Tanneurs;TOULON;83100;Provence-Alpes-Côte d'Azur;PA;FR;France;33;Visa;4929766428414090;01/08/2026;Grey Fade;Field technician;2540850927023 15
4469;Igbo;Chinwendu;Chigozie;Ms.;female;2/21/1962;ChinwenduChigozie@einrot.com;607 610 306;Školní 1163;Bechyne;391 65;Jihoceský kraj;JC;CZ;Czech Republic;420;Visa;4532693431578350;01/04/2027;A.J. August Fashion Wear;Pointer;
4470;Greenland;Svend;Jørgensen;Mr.;male;10/23/1942;SvendJorgensen@gustr.com;021 659 87 24;Untere Aegerten 31;Corcelles-près-Payerne;1562;;;CH;Switzerland;41;Visa;4532657144855620;01/03/2028;Soft Warehouse;Claims adjuster;
4471;Danish;Julius;Andresen;Mr.;male;11/04/1958;JuliusFAndresen@cuvox.de;070-279-943;Sloven?eva 34;Gorenja vas;4224;;;SI;Slovenia;386;MasterCard;5529223386552370;01/12/2029;Super Saver Foods;ESL teacher;
4472;Russian (Cyrillic);??????;????????;Ms.;female;08/04/1994;Theareetweet@cuvox.de;01.95.12.95.80;76 rue La Boétie;PARIS;75015;Île-de-France;IL;FR;France;33;MasterCard;5468552757432590;01/05/2027;County Market;Driver-sales worker;2940832037877 40
4473;Croatian;Jozo;Juki?;Mr.;male;10/10/1981;JozoJukic@einrot.com;7 706 505;Ööbiku 87;Kaave;48204;Jõgevamaa;JN;EE;Estonia;372;Visa;4716588481029720;01/10/2028;Express Merchant Service;Public health dietitian;
4474;Dutch;Erva;Dirkse;Mrs.;female;4/18/1993;ErvaDirkse@teleworm.us;3 339 356 911;Corso Novara 72;La Runcina;08020;Nuoro;NU;IT;Italy;39;MasterCard;5590420376394250;01/03/2028;The Jolly Farmer;Top executive;CC95874699
4475;Hispanic;Fabienne;Roybal;Ms.;female;10/09/1997;FabienneRoybalArenas@gustr.com;35 35 33;P.O. Box 41;Kulusuk;3915;Sermersooq;SM;GL;Greenland;299;Visa;4485935941426560;01/09/2028;Paul's Record Hut;Petroleum engineer;
4476;Vietnamese;Hi?n;Th?ch;Mrs.;female;5/25/1964;ThachCamHien@teleworm.us;851 694 100;280 Amos St;Rustenberg;0393;North West;NW;ZA;South Africa;27;MasterCard;5428794066475190;01/07/2028;Two Pesos;Optical instrument assembler;6,40525E+12
4477;Chinese;Mei;Tseng;Ms.;female;10/18/1949;MeiTseng@superrito.com;460 23 280;Gøtzsches gate 123;HØNEFOSS;3513;;;NO;Norway;47;MasterCard;5185037413544150;01/03/2028;Museum Company;Control technician;
4478;Ninja;Chikirinmochirifu;;Mr.;male;7/28/1994;Chikirinmochirifu@cuvox.de;061 571 39 29;Schuepisstrasse 23;Huggerwald;4245;;;CH;Switzerland;41;MasterCard;5390038933096590;01/02/2029;Envirotecture Design Service;Time and attendance clerk;
4479;Czech;Iva;Divišová;Dr.;female;04/01/1941;IvaDivisova@einrot.com;610-363-5503;2427 Stone Lane;Exton;19341;Pennsylvania;PA;US;United States;1;MasterCard;5349126033905480;01/12/2029;First Rate Choice;Gynecologic sonographer;164-05-8179
4480;Scottish;Armaan;Duncan;Mr.;male;10/18/1949;ArmaanDuncan@jourrapide.com;604-988-8915;1821 Keith Road;North Vancouver;V5T 2C1;British Columbia;BC;CA;Canada;1;Visa;4539837050591090;01/11/2029;Environ Architectural Design;Oceanographer;33 597 246
4481;Hispanic;Febe;Escamilla;Mrs.;female;2/18/1977;FebeEscamillaCasas@einrot.com;96 194 105;Baltasar Brum 9852;La Paloma;97004;Rocha;RO;UY;Uruguay;598;Visa;4716209147704640;01/07/2025;Lechmere;Otorhinolaryngology nurse;
4482;Czech;Iva;Hricová;Mrs.;female;1/15/1941;IvaHricova@gustr.com;91 11 55;Magrethevej 135;Qasigiannguit;3951;Qaasuitsup;QA;GL;Greenland;299;MasterCard;5122393188236070;01/01/2026;Sunburst Garden Management;Digital image processor;
4483;German;Tim;Fink;Mr.;male;6/27/1955;TimFink@jourrapide.com;78 119 36 37;ul. Ornecka 56;Pozna?;60-454;;;PL;Poland;48;Visa;4916524213103500;01/12/2028;Suadela Investment;Environmental engineering technician;55062727570
4484;Italian;Edda ;Marino;Mrs.;female;7/20/1948;EddaMarino@fleckens.hu;038351 16 00;Reeperbahn 91;Kirchdorf;84375;Freistaat Bayern;BY;DE;Germany;49;Visa;4539217101206090;01/06/2029;Briazz;Groundskeeping worker;
4485;Chinese;Wen;Yen;Mr.;male;7/16/1995;WenYen@teleworm.us;456 13 986;Kneppeskjær 153;OSLO;0193;;;NO;Norway;47;Visa;4532074378343940;01/08/2027;Pomeroy's;Dental laboratory technician;
4486;Finnish;Annemari;Nikulainen;Ms.;female;10/18/2000;AnnemariNikulainen@teleworm.us;462 091 182;P?íkopy 1697;Lanškroun;563 01;Pardubický kraj;PA;CZ;Czech Republic;420;Visa;4539698289475170;01/04/2025;Raleigh's;Roof bolter;
4487;Chinese (Traditional);??;?;Mrs.;female;02/09/1999;KangQiaoXin@fleckens.hu;(022) 7179-843;156 Clancy Place;Rotokauri;3200;Waikato;;NZ;New Zealand;64;MasterCard;5317806100564360;01/04/2027;StopGrey;Systems developer;
4488;American;Amos;Glaze;Mr.;male;2/13/1975;AmosSGlaze@armyspy.com;7 826 702 069;21 Prince Consort Road;KEMEYS INFERIOR;NP6 8PW;;;GB;United Kingdom;44;Visa;4485783819520020;01/06/2027;Fit Tonic;Corporate secretary;SN 45 65 52 B
4489;Japanese;??;??;Dr.;male;01/03/1948;Felsou@gustr.com;061 356 99 18;Schuetzenweg 82;Meltingen;4233;;;CH;Switzerland;41;MasterCard;5213821002122930;01/05/2028;Builders Square;Barber;
4490;Japanese (Anglicized);Nakako;Noda;Mrs.;female;10/09/1965;NakakoNoda@dayrep.com;461 75 439;Teglverkveien 165;BODØ;8006;;;NO;Norway;47;MasterCard;5112757468694230;01/08/2029;A+ Electronics;Clinical chemistry technologist;
4491;England/Wales;Eva;Hayward;Ms.;female;05/11/1997;EvaHayward@einrot.com;967 07 514;Buktaveien 55;STAVERN;3290;;;NO;Norway;47;MasterCard;5342508500509540;01/07/2028;Sportswest;Central office operator;
4492;Slovenian;Rikard;Dermota;Mr.;male;6/30/1995;RikardDermota@einrot.com;05.67.34.44.95;24 rue Gontier-Patin;AGEN;47000;Aquitaine;AQ;FR;France;33;MasterCard;5523192268411650;01/03/2025;Luskin's;Maxillofacial surgeon;1950625197698 39
4493;Icelandic;Elín;Bragason;Mr.;male;3/22/1988;ElinBragason@cuvox.de;3 984 256;Ranna 36;Liimala;43306;Ida-Virumaa;IV;EE;Estonia;372;Visa;4485844198936540;01/09/2025;Multi Tech Development;Sign language interpreter;
