CustomerID;Nationalite;Noms;Prenoms;Genre;Titre;Date_de_naissance;Age;Addresse;Ville;CodeDept;Departement;CodePostal;CodePays;Pays;Email;Telephone;IndicatifPays;CarteType;NumeroCarte;ExpirationCarte;NationalID;Poste;Employeur
3722;Hispanic;Gómez;Jackson;male;Mr.;4/29/1942;82;20 rue Saint Germain;GAGNY;IL;Île-de-France;93220;FR;France;JacksonGomezVigil@gustr.com;01.51.89.36.81;33;MasterCard;5340767380592490;01/06/2025;1420431409745 12;Dredge operator;Miller & Rhoads
3723;United_Kingdom;Spencer;Dylan;male;Mr.;7/14/1950;74;7 rue Nationale;PARIS;IL;Île-de-France;75004;FR;France;DylanSpencer@fleckens.hu;01.69.23.87.35;33;MasterCard;5343450103791200;01/05/2027;1500791387356 67;Instructional specialist;Pro Star Garden Management
3724;Igbo;Ejikemeifeuwa;Chienezie;female;Mrs.;2/21/1971;53;97 avenue Jules Ferry;SÈVRES;IL;Île-de-France;92310;FR;France;ChienezieEjikemeifeuwa@dayrep.com;01.70.08.09.88;33;MasterCard;5261679617422870;01/05/2025;2710246797872 14;Human resources analyst;Infinite Wealth
3725;French;Carignan;Daisi;female;Ms.;8/7/1970;54;54 rue de Groussay;ROMANS-SUR-ISÈRE;RA;Rhône-Alpes;26100;FR;France;DaisiCarignan@dayrep.com;04.56.90.72.31;33;MasterCard;5300945723762140;01/10/2029;2700836582433 43;Psychiatrist;Better Business Ideas and Services
3726;Brazil;Carvalho;Estevan;male;Mr.;3/6/1947;77;59 cours Jean Jaures;BORDEAUX;AQ;Aquitaine;33100;FR;France;EstevanAlvesCarvalho@superrito.com;05.37.57.49.42;33;MasterCard;5286074877962120;01/08/2028;1470336858859 97;Carpet installer;Thom McAn Store
3727;Brazil;Martins;Emilly;female;Mrs.;5/16/1996;28;11 rue Ernest Renan;CHOLET;PL;Pays de la Loire;49300;FR;France;EmillyAzevedoMartins@superrito.com;02.74.78.01.33;33;MasterCard;5122236236179030;01/02/2027;2960546434518 90;Cost estimator;Delchamps
3728;Australian;Soubeiran;Liam;male;Mr.;8/13/1970;54;39 Rue Joseph Vernet;BAGNOLET;IL;Île-de-France;93170;FR;France;LiamSoubeiran@gustr.com;01.58.83.06.07;33;Visa;4532905056846020;01/03/2027;1700820984210 37;Sauce cook;Integra Design
3729;German;Biermann;Bernd;male;Mr.;12/9/1948;75;65 Square de la Couronne;PANTIN;IL;Île-de-France;93500;FR;France;BerndBiermann@einrot.com;01.15.48.31.98;33;MasterCard;5384563952014430;01/09/2028;1481221634530 80;Oral and maxillofacial surgeon;Total Network Development
3730;American;Gardenhire;Benita;female;Ms.;5/13/1958;66;74 boulevard Amiral Courbet;ORLÉANS;CE;Centre;45100;FR;France;BenitaWGardenhire@rhyta.com;02.39.89.06.24;33;Visa;4532400158074970;01/09/2027;2580537267431 17;Firefighter;Thom McAn Store
3731;Brazil;Azevedo;Rafaela;female;Mrs.;10/7/1997;26;17 rue de la Mare aux Carats;MONTPELLIER;LN;Languedoc-Roussillon;34070;FR;France;RafaelaAraujoAzevedo@gustr.com;04.64.91.19.53;33;Visa;4532093967639950;01/02/2026;2971051481239 19;Railroad conductor;The Flying Bear
3732;Eritrean;Fethawi;Mebrat;female;Mrs.;4/11/1987;37;45 place de Miremont;VILLENEUVE-LA-GARENNE;IL;Île-de-France;92390;FR;France;MebratFethawi@armyspy.com;01.66.27.28.62;33;Visa;4539574154148030;01/02/2027;2870498614401 36;Reservation and transportation travel clerk;Earthworks Yard Maintenance
3733;United_Kingdom;Yates;Tegan;female;Mrs.;10/20/1966;57;31 Chemin Challet;LIMOGES;LI;Limousin;87000;FR;France;TeganYates@teleworm.us;05.48.53.71.40;33;Visa;4916248289032430;01/11/2026;2661051410639 67;Manufacturing optician;Elm Farm
3734;Australian;Gainford;Phoebe;female;Mrs.;3/14/1955;69;55 avenue Ferdinand de Lesseps;GRENOBLE;RA;Rhône-Alpes;38000;FR;France;PhoebeGainford@rhyta.com;04.78.46.47.92;33;Visa;4539911045506080;01/04/2029;2550328985793 07;Web publications designer;World Radio
3735;American;Epstein;Laura;female;Mrs.;11/16/1999;24;22 Cours Marechal-Joffre;DEUIL-LA-BARRE;IL;Île-de-France;95170;FR;France;LauraWEpstein@rhyta.com;01.83.96.89.22;33;Visa;4929735732210090;01/03/2027;2991113371399 29;Pesticide sprayer;Finast
3736;Hispanic;Alba;Deyanira;female;Ms.;8/16/1993;31;56 rue Jean-Monnet;GOUSSAINVILLE;IL;Île-de-France;95190;FR;France;DeyaniraAlbaJiminez@fleckens.hu;01.44.36.22.03;33;Visa;4532110172581010;01/12/2029;2930847029684 20;Cutting and slicing machine tender;Consumers Food and Drug
3737;Brazil;Martins;Luiz;male;Mr.;1/3/1953;71;27 avenue Jean Portalis;TOURS;CE;Centre;37200;FR;France;LuizAlvesMartins@gustr.com;02.37.09.49.67;33;Visa;4929452382307780;01/08/2029;1530144829936 57;Amusement machine servicer;Liberal
3738;Igbo;Onyekaozulu;Zikoranachidimma;male;Mr.;1/26/1970;54;73 rue Gustave Eiffel;RIS-ORANGIS;IL;Île-de-France;91000;FR;France;ZikoranachidimmaOnyekaozulu@dayrep.com;01.74.78.26.08;33;MasterCard;5352581364526770;01/06/2026;1700166459372 12;Automotive air-conditioning repairer;Thorofare
3739;American;Hobson;Rosa;female;Ms.;8/14/1954;70;99 rue Descartes;STRASBOURG;AL;Alsace;67000;FR;France;RosaMHobson@cuvox.de;03.85.54.88.10;33;Visa;4556591990092480;01/03/2028;2540878017704 76;Auto damage appraiser;Warner Brothers Studio Store
3740;United_Kingdom;O'Donnell;Poppy;female;Mrs.;12/21/1950;73;42 rue de l'Aigle;LA GARENNE-COLOMBES;IL;Île-de-France;92250;FR;France;PoppyODonnell@rhyta.com;01.06.78.37.08;33;MasterCard;5241013433288070;01/04/2026;2501243280501 93;Arc cutter;Omni Source
3741;American;Bryant;Todd;male;Mr.;4/8/1995;29;47 Place Charles de Gaulle;VILLEMOMBLE;IL;Île-de-France;93250;FR;France;ToddLBryant@rhyta.com;01.83.34.75.55;33;MasterCard;5411457521350560;01/10/2027;1950497174328 93;Mental health assistant;Master Builder Design Services
3742;Igbo;Ejikemeifeuwa;Chisom;female;Ms.;6/1/1992;32;43 boulevard Amiral Courbet;OULLINS;RA;Rhône-Alpes;69600;FR;France;ChisomEjikemeifeuwa@gustr.com;04.39.25.72.44;33;Visa;4929345072064110;01/08/2026;2920629928775 40;Employment counselor;Monk Home Loans
3743;French;Roy;Laurette;female;Ms.;9/28/1967;57;26 rue des lieutemants Thomazo;DIGNE-LES-BAINS;PA;Provence-Alpes-Côte d'Azur;4000;FR;France;LauretteRoy@gustr.com;04.62.91.37.34;33;MasterCard;5177886864634350;01/07/2029;2670931857765 04;Cardiographic technician;Two Pesos
3744;Igbo;Okoli;Munachiso;female;Mrs.;1/15/1978;46;69 Rue Joseph Vernet;BAGNOLET;IL;Île-de-France;93170;FR;France;MunachisoOkoli@cuvox.de;01.21.60.59.51;33;Visa;4532185464782500;01/07/2028;2780164449585 02;Hardware engineer;The Happy Bear
3745;German;Herz;Barbara;female;Ms.;1/19/1984;40;76 Rue Frédéric Chopin;VERTOU;PL;Pays de la Loire;44120;FR;France;BarbaraHerz@superrito.com;02.39.12.39.55;33;MasterCard;5572001691283890;01/04/2026;2840112390342 21;Dry-cleaning worker;Realty Depot
3746;American;Andrews;Paul;male;Mr.;11/23/2000;23;67 Cours Marechal-Joffre;DÉCINES-CHARPIEU;RA;Rhône-Alpes;69150;FR;France;PaulEAndrews@armyspy.com;04.60.80.46.69;33;MasterCard;5106367559094610;01/03/2029;1001114148671 69;Rough carpenter;Super Saver Foods
3747;American;Barnes;Terry;male;Mr.;2/2/1983;41;17 quai Saint-Nicolas;TOURNEFEUILLE;MP;Midi-Pyrénées;31170;FR;France;TerrySBarnes@gustr.com;05.09.52.63.90;33;MasterCard;5288466189457850;01/08/2027;1830230753419 32;Sales worker supervisor;Golf Augusta Pro Shops
3748;Brazil;Goncalves;Emily;female;Ms.;9/11/1942;82;65 Rue Marie De Médicis;CAMBRAI;NP;Nord-Pas-de-Calais;59400;FR;France;EmilySousaGoncalves@armyspy.com;03.21.87.03.94;33;Visa;4556546620026200;01/08/2029;2420955294652 27;Cleaning, washing, and metal pickling equipment operator;K&G Distributors
3749;Australian;Harold;Rose;female;Mrs.;2/6/1974;50;35 place de Miremont;VILLENEUVE-SUR-LOT;AQ;Aquitaine;47300;FR;France;RoseHarold@gustr.com;05.48.65.09.20;33;Visa;4716115049641350;01/01/2028;2740238747558 54;Brokerage clerk;Two Pesos
3750;Eritrean;Daniel;Neftalem;male;Mr.;6/19/2004;20;17 rue du Gue Jacquet;CHÂTILLON;IL;Île-de-France;92320;FR;France;NeftalemDaniel@jourrapide.com;01.68.93.43.49;33;MasterCard;5184080221751600;01/05/2027;1040600189920 50;Instructional aide;Schaak Electronics
3751;German;Schröder;Nadine;female;Mrs.;5/7/1967;57;50 rue de Raymond Poincaré;NANTES;PL;Pays de la Loire;44200;FR;France;NadineSchroder@armyspy.com;02.91.92.98.64;33;MasterCard;5131171581271430;01/10/2026;2670597670245 20;Bank teller;Noodle Kidoodle
3752;United_Kingdom;Leonard;Matthew;male;Mr.;8/12/1968;56;77 cours Franklin Roosevelt;MARSEILLE;PA;Provence-Alpes-Côte d'Azur;13010;FR;France;MatthewLeonard@armyspy.com;04.84.43.67.44;33;Visa;4539363883099450;01/01/2027;1680898372719 69;Telephone operator;Wickes Furniture
3753;American;Holland;Erich;male;Mr.;12/23/1998;25;58 boulevard d'Alsace;VANVES;IL;Île-de-France;92170;FR;France;ErichEHolland@fleckens.hu;01.45.50.40.05;33;Visa;4556080448147880;01/01/2028;1981230287669 92;Real estate sales agent;Yardbirds Home Center
3754;Australian;Teasdale;Dominic;male;Mr.;9/19/1990;34;65 Rue de la Pompe;MANOSQUE;PA;Provence-Alpes-Côte d'Azur;4100;FR;France;DominicTeasdale@rhyta.com;04.19.61.36.66;33;Visa;4539206961479070;01/06/2029;1900907665656 12;Light truck driver;Tweeter
3755;Hispanic;Aponte;Adonías;male;Mr.;9/1/1987;37;81 rue du Fossé des Tanneurs;THONON-LES-BAINS;RA;Rhône-Alpes;74200;FR;France;AdoniasAponteRuvalcaba@gustr.com;04.15.31.72.01;33;MasterCard;5550355979617090;01/03/2025;1870928243776 07;Mathematical technician;Wag's
3756;Australian;Craig;Kai;male;Mr.;10/9/1943;80;55 place Maurice-Charretier;CHARTRES;CE;Centre;28000;FR;France;KaiCraig@superrito.com;02.09.51.65.92;33;MasterCard;5433229719776530;01/06/2029;1431056872929 54;Recreation and parks director;Metro
3757;Hispanic;Padrón;Oriol;male;Mr.;10/7/1977;46;99 boulevard Aristide Briand;LE GRAND-QUEVILLY;HN;Haute-Normandie;76120;FR;France;OriolPadronRosario@fleckens.hu;02.22.42.93.23;33;MasterCard;5268028045876480;01/08/2027;1771053676799 17;Ordnance handling expert;Buck Alley Lumber
3758;Hispanic;Vega;Eitan;male;Mr.;10/3/1985;39;25 Rue du Limas;BASTIA;CO;Corse;20600;FR;France;EitanVegaVanegas@armyspy.com;04.90.65.51.39;33;MasterCard;5243200240658730;01/08/2025;1851077132126 62;Health education specialist;Friendly Advice
3759;Eritrean;Mebrahtu;Dehab;female;Mrs.;5/4/1976;48;19 Square de la Couronne;PARIS;IL;Île-de-France;75001;FR;France;DehabMebrahtu@cuvox.de;01.79.41.72.23;33;MasterCard;5245424327566600;01/07/2025;2760591014693 58;Administrative law judge;Cougar Investment
3760;Eritrean;Tewelde;Medhanit;female;Mrs.;10/25/1999;24;24 rue Victor Hugo;COUDEKERQUE-BRANCHE;NP;Nord-Pas-de-Calais;59210;FR;France;MedhanitTewelde@dayrep.com;03.68.34.57.12;33;MasterCard;5528874217206420;01/11/2029;2991080572263 70;Econometrician;Ransohoffs
3761;French;Lanoie;Lance;male;Mr.;6/9/1983;41;31 rue Gontier-Patin;AGDE;LN;Languedoc-Roussillon;34300;FR;France;LanceLanoie@einrot.com;04.96.44.45.67;33;Visa;4929181830695880;01/09/2025;1830657696921 90;Silversmith;Casual Corner
3762;French;Létourneau;Gaetane;female;Mrs.;10/13/1963;60;38 avenue Jules Ferry;SIX-FOURS-LES-PLAGES;PA;Provence-Alpes-Côte d'Azur;83140;FR;France;GaetaneLetourneau@dayrep.com;04.94.25.56.24;33;MasterCard;5512181894947440;01/08/2025;2631066563267 53;U.S. Deputy Marshal;Liberty Wealth Planners
3763;United_Kingdom;Ward;Aidan;male;Mr.;10/16/1965;58;36 rue du Faubourg National;THIAIS;IL;Île-de-France;94320;FR;France;AidanWard@teleworm.us;01.02.11.11.07;33;MasterCard;5160943818557530;01/06/2029;1651085406161 40;Localization translator;Sound Warehouse
3764;Brazil;Fernandes;Eduarda;female;Dr.;5/7/1976;48;85 rue des lieutemants Thomazo;DRAGUIGNAN;PA;Provence-Alpes-Côte d'Azur;83300;FR;France;EduardaAlmeidaFernandes@gustr.com;04.28.82.90.91;33;MasterCard;5459371693854180;01/06/2027;2760539354161 39;Electrotyper;Pro Star
3765;Eritrean;Abel;Shukornia;female;Mrs.;4/7/1945;79;56 rue Marguerite;VINCENNES;IL;Île-de-France;94300;FR;France;ShukorniaAbel@fleckens.hu;01.28.38.65.37;33;MasterCard;5208381024450150;01/09/2027;2450415554188 43;Data coder operator;Coon Chicken Inn
3766;Eritrean;Nasih;Feorie;female;Mrs.;1/12/1942;82;7 rue de Penthièvre;QUIMPER;BR;Bretagne;29000;FR;France;FeorieNasih@gustr.com;02.99.00.52.12;33;Visa;4716667673517610;01/04/2029;2420119945906 02;Conservation technician;Lafayette Radio
3767;Australian;Tarenorerer;Caitlyn;female;Ms.;7/3/2000;24;31 rue du Château;SAINT-ÉTIENNE;RA;Rhône-Alpes;42100;FR;France;CaitlynTarenorerer@gustr.com;04.31.16.90.32;33;Visa;4929245801425780;01/04/2025;2000771117487 15;Structural and reinforcing iron and metal worker;Lum's
3768;American;Hudgens;Chad;male;Mr.;12/6/1992;31;80 rue de la Mare aux Carats;MONTPELLIER;LN;Languedoc-Roussillon;34070;FR;France;ChadKHudgens@fleckens.hu;04.41.93.79.92;33;MasterCard;5152631512336810;01/05/2028;1921258062789 52;Merchant marine officer;ManPower
3769;Brazil;Dias;Emilly;female;Mrs.;2/17/1950;74;1 rue de l'Aigle;LA ROCHELLE;PC;Poitou-Charentes;17000;FR;France;EmillyPereiraDias@teleworm.us;05.79.10.51.88;33;MasterCard;5360478754907120;01/12/2028;2500244433443 30;Concierge;Adray
3770;Australian;Carr-Boyd;Justin;male;Mr.;3/13/1988;36;82 boulevard de Prague;NÎMES;LN;Languedoc-Roussillon;30900;FR;France;JustinCarr-Boyd@jourrapide.com;04.87.14.01.97;33;MasterCard;5568627559179410;01/07/2025;1880354443373 62;Purchasing clerk;Pacific Stereo
3771;Igbo;Chiedozie;Chikezie;female;Mrs.;4/5/2000;24;79 rue du Château;SAINT-ÉTIENNE;RA;Rhône-Alpes;42100;FR;France;ChikezieChiedozie@fleckens.hu;04.74.53.16.54;33;Visa;4916451466616020;01/04/2027;2000456626765 53;Yoga instructor;Forest City
3772;United_Kingdom;Holland;Leo;male;Mr.;12/12/1943;80;33 rue des Dunes;SAINT-MÉDARD-EN-JALLES;AQ;Aquitaine;33160;FR;France;LeoHolland@armyspy.com;05.07.06.54.95;33;MasterCard;5375280453703100;01/01/2027;1431263503226 30;Optical mechanic;Sun Foods
3773;French;Caya;Marthe;female;Ms.;7/27/1987;37;84 Rue du Limas;BASTIA;CO;Corse;20600;FR;France;MartheCaya@superrito.com;04.85.39.82.30;33;MasterCard;5312380220566170;01/03/2026;2870772348406 31;Power plant dispatcher;Olson Electronics
3774;Hispanic;Angulo;Alvar;male;Mr.;12/2/2002;21;27 boulevard d'Alsace;VÉLIZY-VILLACOUBLAY;IL;Île-de-France;78140;FR;France;AlvarAnguloQuintero@dayrep.com;01.77.11.28.72;33;Visa;4929201787497260;01/08/2025;1021264442397 82;Entomologist;Maxi-Tech
3775;Eritrean;Kifle;Zemzem;female;Ms.;9/20/1958;66;49 place de Miremont;VILLENEUVE-SUR-LOT;AQ;Aquitaine;47300;FR;France;ZemzemKifle@einrot.com;05.59.86.56.09;33;Visa;4716434973853700;01/06/2026;2580948925002 67;Artist;STM Auto Parts
3776;Brazil;Castro;Samuel;male;Mr.;5/26/1952;72;72 rue Banaudon;LYON;RA;Rhône-Alpes;69007;FR;France;SamuelBarrosCastro@cuvox.de;04.20.40.18.34;33;MasterCard;5290067225913030;01/01/2025;1520505314221 25;Career-technical teacher;Big A Auto Parts
3777;Hispanic;Ortiz;Gulmen;male;Mr.;9/29/1940;84;53 rue Cazade;DREUX;CE;Centre;28100;FR;France;GulmenOrtizEscobedo@superrito.com;02.35.18.63.99;33;MasterCard;5150670717099380;01/09/2029;1400957191790 66;Prosthetics technician;Our Own Hardware
3778;French;Aupry;Granville;male;Mr.;11/27/2002;21;85 avenue Ferdinand de Lesseps;GRADIGNAN;AQ;Aquitaine;33170;FR;France;GranvilleAupry@teleworm.us;05.35.28.31.25;33;MasterCard;5246938046435990;01/02/2026;1021184693707 28;Support staff specialist;Peter Reeves
3779;German;Koertig;David;male;Mr.;6/20/1986;38;40 boulevard Bryas;DAMMARIE-LES-LYS;IL;Île-de-France;77190;FR;France;DavidKoertig@dayrep.com;01.73.61.27.35;33;Visa;4539907242064510;01/10/2028;1860675427353 44;Gate agent;Simply Appraisals
3780;German;Busch;Kevin;male;Mr.;9/12/1959;65;39 rue des Soeurs;JUAN-LES-PINS;PA;Provence-Alpes-Côte d'Azur;6160;FR;France;KevinBusch@cuvox.de;04.06.87.10.62;33;MasterCard;5377011506311600;01/10/2026;1590976150914 19;Optical mechanic;Vibrant Man
3781;German;Theiss;Phillipp;male;Mr.;12/23/1994;29;45 rue de la République;LYON;RA;Rhône-Alpes;69001;FR;France;PhillippTheiss@fleckens.hu;04.49.75.91.44;33;MasterCard;5595211899460360;01/03/2025;1941264221838 17;Light truck driver;Edge Yard Service
3782;Brazil;Goncalves;Diego;male;Mr.;3/11/1968;56;29 rue Isambard;FOUGÈRES;BR;Bretagne;35300;FR;France;DiegoOliveiraGoncalves@armyspy.com;02.17.70.06.40;33;Visa;4532864282128670;01/04/2026;1680303211971 51;Electrical drafter;Movie Gallery
3783;American;Newcomb;George;male;Mr.;1/5/1970;54;94 rue Pierre Motte;SAINTE-FOY-LÈS-LYON;RA;Rhône-Alpes;69110;FR;France;GeorgeCNewcomb@jourrapide.com;04.08.61.83.24;33;Visa;4916732345425140;01/12/2029;1700127938019 46;Electronics engineer;Silverwoods
3784;Brazil;Santos;Kauã;male;Mr.;8/26/1946;78;30 rue Ernest Renan;CHAUMONT;CA;Champagne-Ardenne;52000;FR;France;KauaOliveiraSantos@dayrep.com;03.02.15.33.42;33;MasterCard;5170165432692010;01/10/2025;1460849964947 02;Child protective services social worker;Circus World
3785;Brazil;Cunha;Emilly;female;Ms.;11/17/1979;44;56 route de Lyon;IVRY-SUR-SEINE;IL;Île-de-France;94200;FR;France;EmillyGoncalvesCunha@jourrapide.com;01.34.95.29.53;33;MasterCard;5249737670230260;01/04/2026;2791110792644 49;Yoga instructor;Grass Roots Yard Services
3786;Hispanic;Ferrer;Floro;male;Mr.;2/17/1954;70;69 rue Sadi Carnot;AUBERVILLIERS;IL;Île-de-France;93300;FR;France;FloroFerrerTello@gustr.com;01.43.57.62.73;33;MasterCard;5346698266271350;01/08/2025;1540251961003 09;Gaming and sports runner;AJ Bayless
3787;American;Vernon;Jonathan;male;Mr.;5/3/1988;36;2 Rue de Strasbourg;CLERMONT-FERRAND;AU;Auvergne;63000;FR;France;JonathanFVernon@teleworm.us;04.88.01.41.71;33;MasterCard;5367938380299850;01/08/2027;1880574642286 73;Dressing room attendant;The Pink Pig Tavern
3788;Eritrean;Yohannes;Ariam;female;Ms.;9/5/1979;45;27 rue de Raymond Poincaré;NEUILLY-SUR-MARNE;IL;Île-de-France;93330;FR;France;AriamYohannes@einrot.com;01.14.23.63.50;33;MasterCard;5547600188363960;01/02/2026;2790924701152 48;Contract administrator;Adaptaz
3789;Hispanic;Tapia;Francine;female;Ms.;2/20/1964;60;49 rue Gouin de Beauchesne;SAINT-PAUL;GY;Guyane;97460;FR;France;FrancineTapiaBeltran@armyspy.com;02.54.47.76.88;33;MasterCard;5507510515032150;01/02/2027;2640241754345 78;Process metallurgical engineer;Montana's Cookhouse
3790;Australian;Barkman;Sean;male;Mr.;8/30/1946;78;99 rue du Fossé des Tanneurs;THONON-LES-BAINS;RA;Rhône-Alpes;74200;FR;France;SeanBarkman@fleckens.hu;04.23.57.47.18;33;MasterCard;5307700414435230;01/09/2025;1460847391592 44;Painting and coating worker;Landskip Yard Care
3791;French;Jacques;Eugène;male;Mr.;2/20/1963;61;27 avenue Voltaire;MAISONS-ALFORT;IL;Île-de-France;64700;FR;France;EugeneJacques@superrito.com;05.12.24.62.94;33;Visa;4556664104035390;01/03/2027;1630274640119 22;Diesel service technician;Planet Profit
3792;Australian;Laing;Xavier;male;Mr.;2/28/1964;60;28 Avenue des Tuileries;GRIGNY;IL;Île-de-France;91350;FR;France;XavierLaing@teleworm.us;01.82.76.34.63;33;MasterCard;5511853256115030;01/12/2025;1640277691829 77;Sewer;Star Assistance
3793;Brazil;Castro;Nicolas;male;Mr.;4/5/1971;53;30 avenue de Provence;VANDOEUVRE-LÈS-NANCY;LO;Lorraine;54500;FR;France;NicolasAraujoCastro@jourrapide.com;03.87.62.23.77;33;MasterCard;5462731458750870;01/08/2028;1710427391408 61;Payroll technician;Bennett Brothers
3794;Eritrean;Kinfe;Sophia;female;Ms.;12/19/1981;42;91 rue des Nations Unies;SAINT-CLOUD;IL;Île-de-France;92210;FR;France;SophiaKinfe@superrito.com;01.03.02.10.52;33;MasterCard;5533387906610920;01/04/2025;2811270916183 35;Elevator constructor;Highland Appliance
3795;Brazil;Almeida;Tiago;male;Mr.;11/8/2002;21;41 rue Saint Germain;GAGNY;IL;Île-de-France;93220;FR;France;TiagoCavalcantiAlmeida@gustr.com;01.02.59.93.34;33;Visa;4532956306739250;01/12/2028;1021112017690 56;Public accountant;Monk Home Loans
3796;Igbo;Chukwuhaenye;Mgborie;female;Mrs.;10/26/1968;55;72 place de Miremont;VILLENEUVE-SAINT-GEORGES;IL;Île-de-France;94190;FR;France;MgborieChukwuhaenye@jourrapide.com;01.41.75.63.85;33;MasterCard;5567258194881820;01/01/2027;2681054268478 41;GED teacher;Millenia Life
3797;Igbo;Kodilinyechukwu;Nnenne;female;Mrs.;11/8/1981;42;44 cours Franklin Roosevelt;MARSEILLE;PA;Provence-Alpes-Côte d'Azur;13008;FR;France;NnenneKodilinyechukwu@dayrep.com;04.47.22.97.16;33;Visa;4532245846601680;01/07/2028;2811102383694 68;Pilates instructor;L' Fish
3798;Eritrean;Ambessa;Awate;male;Mr.;9/20/1965;59;11 place Maurice-Charretier;CHARLEVILLE-MÉZIÈRES;CA;Champagne-Ardenne;8000;FR;France;AwateAmbessa@superrito.com;03.14.44.92.71;33;MasterCard;5160312149300900;01/04/2027;1650967657110 15;Theoretical mathematician;Intelacard
3799;Brazil;Martins;Lucas;male;Mr.;5/19/1954;70;90 rue des Dunes;SAINT-MAUR-DES-FOSSÈS;IL;Île-de-France;94100;FR;France;LucasRibeiroMartins@teleworm.us;01.50.16.57.08;33;MasterCard;5590277453958310;01/01/2025;1540580305523 04;Engineering geologist;LoRay
3800;Australian;Caleb;Isabel;female;Ms.;8/25/2000;24;58 Avenue De Marlioz;ANTONY;IL;Île-de-France;92160;FR;France;IsabelCaleb@dayrep.com;01.13.33.70.72;33;Visa;4485102619437780;01/05/2025;2000847480022 51;Claims representative;Pantry Pride
3801;German;Hoover;Peter;male;Mr.;3/20/1972;52;23 Rue de Verdun;MONTGERON;IL;Île-de-France;91230;FR;France;PeterHoover@cuvox.de;01.28.85.24.84;33;Visa;4916238713667340;01/06/2029;1720332097571 79;Civil drafter;Advansed Teksyztems
3802;Australian;Marr;Ebony;female;Ms.;10/6/1976;48;20 rue des Dunes;SAINT-MARTIN-D'HÈRES;RA;Rhône-Alpes;38400;FR;France;EbonyMarr@gustr.com;04.31.80.39.82;33;MasterCard;5302031601693520;01/11/2026;2761043037834 21;Textile, apparel, and furnishings occupation;Hamady Bros. Supermarkets
3803;United_Kingdom;Ross;Ruby;female;Ms.;5/22/1984;40;22 Rue de Strasbourg;CLERMONT-FERRAND;AU;Auvergne;63000;FR;France;RubyRoss@teleworm.us;04.11.96.83.40;33;MasterCard;5131467256565620;01/05/2026;2840565054896 32;Attorney;Universo Realtors
3804;French;Plante;Claire;female;Mrs.;7/28/1969;55;7 rue Descartes;STRASBOURG;AL;Alsace;67000;FR;France;ClairePlante@gustr.com;03.61.61.45.04;33;MasterCard;5504144222657450;01/03/2026;2690731045552 03;Stationary engineer;Multi Tech Development
3805;United_Kingdom;O'Donnell;Ethan;male;Mr.;7/18/1956;68;26 Avenue des Tuileries;GUYANCOURT;IL;Île-de-France;78280;FR;France;EthanODonnell@superrito.com;01.55.36.85.17;33;MasterCard;5477785445135480;01/06/2029;1560728978248 51;Baggage porter;National Record Mart
3806;United_Kingdom;Chambers;Isabelle;female;Ms.;1/14/1958;66;14 rue Marie de Médicis;BIARRITZ;AQ;Aquitaine;64200;FR;France;IsabelleChambers@jourrapide.com;05.92.01.65.33;33;Visa;4929607870768370;01/11/2029;2580133878862 21;Range conservationist;White Hen Pantry
3807;French;Trottier;Honoré;male;Mr.;12/28/1988;35;2 Rue Frédéric Chopin;VERNON;HN;Haute-Normandie;27200;FR;France;HonoreTrottier@einrot.com;02.32.03.19.95;33;Visa;4539301571822450;01/02/2029;1881239485879 09;Jeweler;Big D Supermarkets
3808;Australian;Palmos;Mackenzie;female;Ms.;3/31/1949;75;43 rue Isambard;FRANCONVILLE-LA-GARENNE;IL;Île-de-France;95130;FR;France;MackenziePalmos@einrot.com;01.72.46.53.37;33;MasterCard;5325503082027000;01/01/2027;2490353040782 51;Diesel train engineer;Our Own Hardware
3809;Brazil;Cunha;Mateus;male;Mr.;6/7/1973;51;1 rue Gontier-Patin;AGDE;LN;Languedoc-Roussillon;34300;FR;France;MateusMartinsCunha@armyspy.com;04.52.44.36.19;33;MasterCard;5550533927889410;01/04/2025;1730693353870 55;Tire changer;Pro Star Garden Management
3810;Hispanic;Hernández;Apolinar;male;Mr.;2/12/1946;78;33 place Maurice-Charretier;CHAMPIGNY-SUR-MARNE;IL;Île-de-France;94500;FR;France;ApolinarHernandezYbarra@gustr.com;01.31.11.20.33;33;Visa;4716996830286340;01/03/2026;1460223668095 58;Data processor;Pak and Save
3811;Brazil;Silva;Davi;male;Mr.;9/3/1968;56;93 rue de Raymond Poincaré;NANTES;PL;Pays de la Loire;44300;FR;France;DaviSouzaSilva@jourrapide.com;02.78.60.38.38;33;Visa;4556946247350150;01/08/2027;1680933268805 24;Medical geographer;Helios Air
3812;Eritrean;Tesfay;Ruta;female;Mrs.;10/20/1942;81;49 Rue Bonnet;VOIRON;RA;Rhône-Alpes;38500;FR;France;RutaTesfay@teleworm.us;04.80.05.44.59;33;MasterCard;5171273775199840;01/02/2028;2421091712058 26;Elevator mechanic;J. Riggings
3813;German;Brandt;Stefanie;female;Ms.;4/16/1991;33;40 quai Saint-Nicolas;TOURS;CE;Centre;37100;FR;France;StefanieBrandt@einrot.com;02.31.89.16.49;33;MasterCard;5451929987479150;01/11/2025;2910459193070 80;Retail manager;Aaronson Furniture
